MARCA_ITV,MODELO_ITV,PROVINCIA_VEH,CILINDRADA_ITV,COUNT
"HONDA","CB1000","Murcia","1000",2
"HONDA","CB1000","Santa Cruz de Tenerife","1000",1
"HONDA","CB1000","Tarragona","1000",1
"HONDA","CB1000","Toledo","1000",1
"HONDA","CB1000","Valencia/València","1000",2
"HONDA","CB1000","Zaragoza","1000",1
"HONDA","CB1000RA","Barcelona","998",1
"HONDA","CB1000SP","Alicante/Alacant","1000",5
"HONDA","CB1000SP","Barcelona","1000",11
"HONDA","CB1000SP","Bizkaia","1000",2
"HONDA","CB1000SP","Cádiz","1000",1
"HONDA","CB1000SP","Gipuzkoa","1000",1
"HONDA","CB1000SP","Girona","1000",1
"HONDA","CB1000SP","Granada","1000",2
"HONDA","CB1000SP","Huelva","1000",1
"HONDA","CB1000SP","León","1000",1
"HONDA","CB1000SP","Lleida","1000",1
"HONDA","CB1000SP","Madrid","1000",4
"HONDA","CB1000SP","Málaga","1000",1
"HONDA","CB1000SP","Navarra","1000",1
"HONDA","CB1000SP","Ourense","1000",1
"HONDA","CB1000SP","Palmas (Las)","1000",2
"HONDA","CB1000SP","Salamanca","1000",1
"HONDA","CB1000SP","Santa Cruz de Tenerife","1000",1
"HONDA","CB1000SP","Sevilla","1000",1
"HONDA","CB1000SP","Tarragona","1000",1
"HONDA","CB1000SP","Valencia/València","1000",3
"HONDA","CB1000SP","Valladolid","1000",1
"HONDA","CB1000SP","Zaragoza","1000",1
"HONDA","CB650RA","Álava/Araba","649",1
"HONDA","CB650RA","Albacete","649",2
"HONDA","CB650RA","Alicante/Alacant","649",6
"HONDA","CB650RA","Almería","649",4
"HONDA","CB650RA","Asturias","649",3
"HONDA","CB650RA","Badajoz","649",2
"HONDA","CB650RA","Barcelona","649",33
"HONDA","CB650RA","Bizkaia","649",5
"HONDA","CB650RA","Cádiz","649",7
"HONDA","CB650RA","Castellón/Castelló","649",1
"HONDA","CB650RA","Córdoba","649",1
"HONDA","CB650RA","Coruña (A)","649",7
"HONDA","CB650RA","Cuenca","649",1
"HONDA","CB650RA","Gipuzkoa","649",4
"HONDA","CB650RA","Girona","649",1
"HONDA","CB650RA","Granada","649",3
"HONDA","CB650RA","Huelva","649",3
"HONDA","CB650RA","Illes Balears","649",10
"HONDA","CB650RA","Jaén","649",1
"HONDA","CB650RA","León","649",3
"HONDA","CB650RA","Madrid","649",16
"HONDA","CB650RA","Málaga","649",7
"HONDA","CB650RA","Murcia","649",9
"HONDA","CB650RA","Navarra","649",3
"HONDA","CB650RA","Palmas (Las)","649",7
"HONDA","CB650RA","Pontevedra","649",6
"HONDA","CB650RA","Salamanca","649",1
"HONDA","CB650RA","Santa Cruz de Tenerife","649",9
"HONDA","CB650RA","Sevilla","649",2
"HONDA","CB650RA","Soria","649",1
"HONDA","CB650RA","Tarragona","649",5
"HONDA","CB650RA","Toledo","649",2
"HONDA","CB650RA","Valencia/València","649",13
"HONDA","CB650RA","Valladolid","649",1
"HONDA","CB650RA","Zaragoza","649",2
"HONDA","CB750 Hornet","Álava/Araba","755",1
"HONDA","CB750 Hornet","Albacete","755",1
"HONDA","CB750 Hornet","Alicante/Alacant","755",4
"HONDA","CB750 Hornet","Asturias","755",1
"HONDA","CB750 Hornet","Barcelona","755",25
"HONDA","CB750 Hornet","Bizkaia","755",3
"HONDA","CB750 Hornet","Cádiz","755",1
"HONDA","CB750 Hornet","Cantabria","755",2
"HONDA","CB750 Hornet","Coruña (A)","755",1
"HONDA","CB750 Hornet","Girona","755",2
"HONDA","CB750 Hornet","Guadalajara","755",1
"HONDA","CB750 Hornet","Huelva","755",1
"HONDA","CB750 Hornet","Illes Balears","755",4
"HONDA","CB750 Hornet","Jaén","755",1
"HONDA","CB750 Hornet","Lleida","755",2
"HONDA","CB750 Hornet","Madrid","755",5
"HONDA","CB750 Hornet","Málaga","755",4
"HONDA","CB750 Hornet","Murcia","755",3
"HONDA","CB750 Hornet","Palencia","755",1
"HONDA","CB750 Hornet","Palmas (Las)","755",3
"HONDA","CB750 Hornet","Pontevedra","755",3
"HONDA","CB750 Hornet","Rioja (La)","755",4
"HONDA","CB750 Hornet","Santa Cruz de Tenerife","755",1
"HONDA","CB750 Hornet","Sevilla","755",4
"HONDA","CB750 Hornet","Soria","755",1
"HONDA","CB750 Hornet","Tarragona","755",1
"HONDA","CB750 Hornet","Toledo","755",3
"HONDA","CB750 Hornet","Valencia/València","755",10
"HONDA","CB750 Hornet","Zaragoza","755",2
"HONDA","CBF 125","Álava/Araba","125",1
"HONDA","CBF 125","Alicante/Alacant","125",3
"HONDA","CBF 125","Asturias","125",1
"HONDA","CBF 125","Badajoz","125",1
"HONDA","CBF 125","Barcelona","125",8
"HONDA","CBF 125","Bizkaia","125",4
"HONDA","CBF 125","Cádiz","125",1
"HONDA","CBF 125","Córdoba","125",1
"HONDA","CBF 125","Coruña (A)","125",1
"HONDA","CBF 125","Gipuzkoa","125",1
"HONDA","CBF 125","Girona","125",2
"HONDA","CBF 125","Illes Balears","125",3
"HONDA","CBF 125","Madrid","125",5
"HONDA","CBF 125","Málaga","125",6
"HONDA","CBF 125","Murcia","125",4
"HONDA","CBF 125","Palmas (Las)","125",4
"HONDA","CBF 125","Pontevedra","125",2
"HONDA","CBF 125","Rioja (La)","125",1
"HONDA","CBF 125","Santa Cruz de Tenerife","125",8
"HONDA","CBF 125","Sevilla","125",6
"HONDA","CBF 125","Tarragona","125",3
"HONDA","CBF 125","Toledo","125",1
"HONDA","CBF 125","Valencia/València","125",5
"HONDA","CBF300NA","Albacete","286",4
"HONDA","CBF300NA","Badajoz","286",1
"HONDA","CBF300NA","Barcelona","286",3
"HONDA","CBF300NA","Castellón/Castelló","286",1
"HONDA","CBF300NA","Ciudad Real","286",1
"HONDA","CBF300NA","Cuenca","286",1
"HONDA","CBF300NA","Gipuzkoa","286",1
"HONDA","CBF300NA","Lleida","286",1
"HONDA","CBF300NA","Madrid","286",1
"HONDA","CBF300NA","Murcia","286",2
"HONDA","CBF300NA","Pontevedra","286",1
"HONDA","CBR 650 R","Álava/Araba","649",2
"HONDA","CBR 650 R","Alicante/Alacant","649",6
"HONDA","CBR 650 R","Almería","649",1
"HONDA","CBR 650 R","Asturias","649",2
"HONDA","CBR 650 R","Badajoz","649",1
"HONDA","CBR 650 R","Barcelona","649",22
"HONDA","CBR 650 R","Bizkaia","649",3
"HONDA","CBR 650 R","Cáceres","649",1
"HONDA","CBR 650 R","Cádiz","649",3
"HONDA","CBR 650 R","Cantabria","649",2
"HONDA","CBR 650 R","Castellón/Castelló","649",2
"HONDA","CBR 650 R","Ciudad Real","649",2
"HONDA","CBR 650 R","Córdoba","649",1
"HONDA","CBR 650 R","Coruña (A)","649",4
"HONDA","CBR 650 R","Girona","649",2
"HONDA","CBR 650 R","Granada","649",3
"HONDA","CBR 650 R","Illes Balears","649",4
"HONDA","CBR 650 R","Jaén","649",2
"HONDA","CBR 650 R","León","649",3
"HONDA","CBR 650 R","Lleida","649",3
"HONDA","CBR 650 R","Madrid","649",17
"HONDA","CBR 650 R","Málaga","649",6
"HONDA","CBR 650 R","Murcia","649",1
"HONDA","CBR 650 R","Navarra","649",1
"HONDA","CBR 650 R","Palencia","649",1
"HONDA","CBR 650 R","Palmas (Las)","649",6
"HONDA","CBR 650 R","Pontevedra","649",2
"HONDA","CBR 650 R","Santa Cruz de Tenerife","649",5
"HONDA","CBR 650 R","Segovia","649",1
"HONDA","CBR 650 R","Sevilla","649",1
"HONDA","CBR 650 R","Tarragona","649",3
"HONDA","CBR 650 R","Toledo","649",1
"HONDA","CBR 650 R","Valencia/València","649",8
"HONDA","CBR 650 R","Valladolid","649",2
"HONDA","CBR 650 R","Zaragoza","649",1
"HONDA","CBR1000","Cádiz","1000",1
"HONDA","CBR1000","Madrid","1000",1
"HONDA","CBR1000","Málaga","1000",1
"HONDA","CBR1000","Sevilla","1000",1
"HONDA","CBR500","Alicante/Alacant","471",4
"HONDA","CBR500","Asturias","471",1
"HONDA","CBR500","Badajoz","471",1
"HONDA","CBR500","Barcelona","471",6
"HONDA","CBR500","Bizkaia","471",1
"HONDA","CBR500","Cantabria","471",1
"HONDA","CBR500","Castellón/Castelló","471",1
"HONDA","CBR500","Coruña (A)","471",2
"HONDA","CBR500","Girona","471",1
"HONDA","CBR500","Granada","471",1
"HONDA","CBR500","Illes Balears","471",1
"HONDA","CBR500","León","471",1
"HONDA","CBR500","Madrid","471",6
"HONDA","CBR500","Málaga","471",1
"HONDA","CBR500","Murcia","471",2
"HONDA","CBR500","Palmas (Las)","471",1
"HONDA","CBR500","Pontevedra","471",1
"HONDA","CBR500","Santa Cruz de Tenerife","471",1
"HONDA","CBR500","Tarragona","471",1
"HONDA","CBR500","Valencia/València","471",2
"HONDA","CBR500","Zaragoza","471",1
"HONDA","CBR600R3","Alicante/Alacant","599",1
"HONDA","CBR600R3","Asturias","599",1
"HONDA","CBR600R3","Barcelona","599",3
"HONDA","CBR600R3","Cantabria","599",1
"HONDA","CBR600R3","Girona","599",1
"HONDA","CBR600R3","Madrid","599",2
"HONDA","CBR600R3","Málaga","599",1
"HONDA","CBR600R3","Murcia","599",1
"HONDA","CBR600R3","Palmas (Las)","599",5
"HONDA","CBR600R3","Santa Cruz de Tenerife","599",1
"HONDA","CBR600R3","Valencia/València","599",2
"HONDA","CBR600R3","Valladolid","599",1
"HONDA","CBR600R3","Zaragoza","599",1
"HONDA","CBR650RA","Palmas (Las)","649",4
"HONDA","CBR650RA","Santa Cruz de Tenerife","649",3
"HONDA","CL500","Albacete","471",1
"HONDA","CL500","Alicante/Alacant","471",1
"HONDA","CL500","Asturias","471",1
"HONDA","CL500","Barcelona","471",11
"HONDA","CL500","Bizkaia","471",1
"HONDA","CL500","Cantabria","471",1
"HONDA","CL500","Castellón/Castelló","471",1
"HONDA","CL500","Illes Balears","471",2
"HONDA","CL500","Madrid","471",1
"HONDA","CL500","Murcia","471",2
"HONDA","CL500","Navarra","471",2
"HONDA","CL500","Ourense","471",1
"HONDA","CL500","Palmas (Las)","471",4
"HONDA","CL500","Sevilla","471",1
"HONDA","CL500","Tarragona","471",1
"HONDA","CL500","Toledo","471",2
"HONDA","CL500","Valencia/València","471",3
"HONDA","CMX1100","Almería","1084",1
"HONDA","CMX1100","Asturias","1084",1
"HONDA","CMX1100","Barcelona","1084",8
"HONDA","CMX1100","Bizkaia","1084",1
"HONDA","CMX1100","Cádiz","1084",2
"HONDA","CMX1100","Castellón/Castelló","1084",2
"HONDA","CMX1100","Córdoba","1084",1
"HONDA","CMX1100","Granada","1084",1
"HONDA","CMX1100","Huesca","1084",1
"HONDA","CMX1100","Madrid","1084",2
"HONDA","CMX1100","Málaga","1084",2
"HONDA","CMX1100","Ourense","1084",1
"HONDA","CMX1100","Palmas (Las)","1084",1
"HONDA","CMX1100","Pontevedra","1084",1
"HONDA","CMX1100","Santa Cruz de Tenerife","1084",1
"HONDA","CMX1100","Tarragona","1084",2
"HONDA","CMX1100","Valencia/València","1084",4
"HONDA","CMX1100","Valladolid","1084",1
"HONDA","CMX1100","Zaragoza","1084",1
"HONDA","CRF 300 L","Albacete","286",1
"HONDA","CRF 300 L","Alicante/Alacant","286",1
"HONDA","CRF 300 L","Almería","286",4
"HONDA","CRF 300 L","Badajoz","286",1
"HONDA","CRF 300 L","Barcelona","286",16
"HONDA","CRF 300 L","Bizkaia","286",1
"HONDA","CRF 300 L","Burgos","286",1
"HONDA","CRF 300 L","Cantabria","286",2
"HONDA","CRF 300 L","Ciudad Real","286",2
"HONDA","CRF 300 L","Córdoba","286",1
"HONDA","CRF 300 L","Gipuzkoa","286",2
"HONDA","CRF 300 L","Girona","286",1
"HONDA","CRF 300 L","Granada","286",2
"HONDA","CRF 300 L","Guadalajara","286",1
"HONDA","CRF 300 L","Illes Balears","286",5
"HONDA","CRF 300 L","Jaén","286",1
"HONDA","CRF 300 L","León","286",1
"HONDA","CRF 300 L","Lleida","286",1
"HONDA","CRF 300 L","Lugo","286",1
"HONDA","CRF 300 L","Madrid","286",3
"HONDA","CRF 300 L","Málaga","286",4
"HONDA","CRF 300 L","Murcia","286",4
"HONDA","CRF 300 L","Navarra","286",1
"HONDA","CRF 300 L","Palmas (Las)","286",1
"HONDA","CRF 300 L","Sevilla","286",1
"HONDA","CRF 300 L","Valencia/València","286",3
"HONDA","CRF1100L Africa Twin","Alicante/Alacant","1084",2
"HONDA","CRF1100L Africa Twin","Asturias","1084",1
"HONDA","CRF1100L Africa Twin","Barcelona","1084",9
"HONDA","CRF1100L Africa Twin","Bizkaia","1084",1
"HONDA","CRF1100L Africa Twin","Cádiz","1084",1
"HONDA","CRF1100L Africa Twin","Cantabria","1084",1
"HONDA","CRF1100L Africa Twin","Castellón/Castelló","1084",1
"HONDA","CRF1100L Africa Twin","Ceuta","1084",1
"HONDA","CRF1100L Africa Twin","Girona","1084",2
"HONDA","CRF1100L Africa Twin","Granada","1084",3
"HONDA","CRF1100L Africa Twin","Illes Balears","1084",2
"HONDA","CRF1100L Africa Twin","Lleida","1084",1
"HONDA","CRF1100L Africa Twin","Madrid","1084",6
"HONDA","CRF1100L Africa Twin","Málaga","1084",3
"HONDA","CRF1100L Africa Twin","Navarra","1084",1
"HONDA","CRF1100L Africa Twin","Ourense","1084",1
"HONDA","CRF1100L Africa Twin","Palmas (Las)","1084",7
"HONDA","CRF1100L Africa Twin","Pontevedra","1084",1
"HONDA","CRF1100L Africa Twin","Santa Cruz de Tenerife","1084",5
"HONDA","CRF1100L Africa Twin","Sevilla","1084",1
"HONDA","CRF1100L Africa Twin","Toledo","1084",1
"HONDA","CRF1100L Africa Twin","Valencia/València","1084",5
"HONDA","CRF1100L Africa Twin","Valladolid","1084",1
"HONDA","CRF1100L Africa Twin","Zaragoza","1084",1
"HONDA","CRF300LRA","Alicante/Alacant","286",1
"HONDA","CRF300LRA","Barcelona","286",1
"HONDA","CRF300LRA","Bizkaia","286",1
"HONDA","CRF300LRA","Huesca","286",1
"HONDA","CRF300LRA","Málaga","286",1
"HONDA","CRF300LRA","Palmas (Las)","286",1
"HONDA","FORZA 350","Albacete","330",1
"HONDA","FORZA 350","Alicante/Alacant","330",7
"HONDA","FORZA 350","Almería","330",2
"HONDA","FORZA 350","Asturias","330",4
"HONDA","FORZA 350","Badajoz","330",2
"HONDA","FORZA 350","Barcelona","330",52
"HONDA","FORZA 350","Bizkaia","330",3
"HONDA","FORZA 350","Cádiz","330",5
"HONDA","FORZA 350","Cantabria","330",2
"HONDA","FORZA 350","Ceuta","330",2
"HONDA","FORZA 350","Cuenca","330",1
"HONDA","FORZA 350","Gipuzkoa","330",6
"HONDA","FORZA 350","Girona","330",5
"HONDA","FORZA 350","Granada","330",5
"HONDA","FORZA 350","Huelva","330",2
"HONDA","FORZA 350","Huesca","330",1
"HONDA","FORZA 350","Illes Balears","330",12
"HONDA","FORZA 350","Lleida","330",2
"HONDA","FORZA 350","Madrid","330",17
"HONDA","FORZA 350","Málaga","330",18
"HONDA","FORZA 350","Murcia","330",5
"HONDA","FORZA 350","Ourense","330",1
"HONDA","FORZA 350","Palmas (Las)","330",10
"HONDA","FORZA 350","Pontevedra","330",3
"HONDA","FORZA 350","Santa Cruz de Tenerife","330",10
"HONDA","FORZA 350","Sevilla","330",5
"HONDA","FORZA 350","Tarragona","330",3
"HONDA","FORZA 350","Toledo","330",1
"HONDA","FORZA 350","Valencia/València","330",13
"HONDA","FORZA 350","Zaragoza","330",2
"HONDA","FORZA 750","Albacete","745",1
"HONDA","FORZA 750","Alicante/Alacant","745",14
"HONDA","FORZA 750","Almería","745",3
"HONDA","FORZA 750","Asturias","745",5
"HONDA","FORZA 750","Badajoz","745",1
"HONDA","FORZA 750","Barcelona","745",49
"HONDA","FORZA 750","Bizkaia","745",2
"HONDA","FORZA 750","Cádiz","745",6
"HONDA","FORZA 750","Cantabria","745",2
"HONDA","FORZA 750","Castellón/Castelló","745",1
"HONDA","FORZA 750","Córdoba","745",1
"HONDA","FORZA 750","Coruña (A)","745",2
"HONDA","FORZA 750","Gipuzkoa","745",2
"HONDA","FORZA 750","Girona","745",6
"HONDA","FORZA 750","Granada","745",7
"HONDA","FORZA 750","Guadalajara","745",3
"HONDA","FORZA 750","Huelva","745",5
"HONDA","FORZA 750","Illes Balears","745",10
"HONDA","FORZA 750","Jaén","745",2
"HONDA","FORZA 750","Madrid","745",24
"HONDA","FORZA 750","Málaga","745",27
"HONDA","FORZA 750","Murcia","745",5
"HONDA","FORZA 750","Navarra","745",2
"HONDA","FORZA 750","Ourense","745",3
"HONDA","FORZA 750","Palencia","745",1
"HONDA","FORZA 750","Palmas (Las)","745",4
"HONDA","FORZA 750","Pontevedra","745",7
"HONDA","FORZA 750","Rioja (La)","745",1
"HONDA","FORZA 750","Salamanca","745",1
"HONDA","FORZA 750","Santa Cruz de Tenerife","745",6
"HONDA","FORZA 750","Sevilla","745",3
"HONDA","FORZA 750","Tarragona","745",4
"HONDA","FORZA 750","Valencia/València","745",24
"HONDA","FORZA 750","Valladolid","745",1
"HONDA","FORZA 750","Zaragoza","745",1
"HONDA","FORZA125","Álava/Araba","125",1
"HONDA","FORZA125","Albacete","125",1
"HONDA","FORZA125","Alicante/Alacant","125",29
"HONDA","FORZA125","Almería","125",10
"HONDA","FORZA125","Asturias","125",8
"HONDA","FORZA125","Badajoz","125",4
"HONDA","FORZA125","Barcelona","125",103
"HONDA","FORZA125","Bizkaia","125",5
"HONDA","FORZA125","Burgos","125",2
"HONDA","FORZA125","Cáceres","125",2
"HONDA","FORZA125","Cádiz","125",25
"HONDA","FORZA125","Cantabria","125",3
"HONDA","FORZA125","Castellón/Castelló","125",8
"HONDA","FORZA125","Ceuta","125",3
"HONDA","FORZA125","Ciudad Real","125",1
"HONDA","FORZA125","Córdoba","125",8
"HONDA","FORZA125","Coruña (A)","125",3
"HONDA","FORZA125","Gipuzkoa","125",5
"HONDA","FORZA125","Girona","125",10
"HONDA","FORZA125","Granada","125",15
"HONDA","FORZA125","Guadalajara","125",2
"HONDA","FORZA125","Huelva","125",5
"HONDA","FORZA125","Illes Balears","125",31
"HONDA","FORZA125","Jaén","125",5
"HONDA","FORZA125","León","125",4
"HONDA","FORZA125","Lleida","125",3
"HONDA","FORZA125","Lugo","125",1
"HONDA","FORZA125","Madrid","125",41
"HONDA","FORZA125","Málaga","125",41
"HONDA","FORZA125","Murcia","125",9
"HONDA","FORZA125","Navarra","125",4
"HONDA","FORZA125","Palmas (Las)","125",29
"HONDA","FORZA125","Pontevedra","125",8
"HONDA","FORZA125","Santa Cruz de Tenerife","125",24
"HONDA","FORZA125","Segovia","125",1
"HONDA","FORZA125","Sevilla","125",26
"HONDA","FORZA125","Tarragona","125",11
"HONDA","FORZA125","Valencia/València","125",64
"HONDA","FORZA125","Valladolid","125",1
"HONDA","FORZA125","Zaragoza","125",8
"HONDA","GB350S","Álava/Araba","348",1
"HONDA","GB350S","Albacete","348",1
"HONDA","GB350S","Alicante/Alacant","348",4
"HONDA","GB350S","Almería","348",1
"HONDA","GB350S","Asturias","348",1
"HONDA","GB350S","Badajoz","348",1
"HONDA","GB350S","Barcelona","348",18
"HONDA","GB350S","Bizkaia","348",2
"HONDA","GB350S","Cádiz","348",3
"HONDA","GB350S","Cantabria","348",2
"HONDA","GB350S","Córdoba","348",1
"HONDA","GB350S","Coruña (A)","348",3
"HONDA","GB350S","Gipuzkoa","348",3
"HONDA","GB350S","Girona","348",1
"HONDA","GB350S","Granada","348",6
"HONDA","GB350S","Huelva","348",1
"HONDA","GB350S","Illes Balears","348",6
"HONDA","GB350S","Jaén","348",1
"HONDA","GB350S","León","348",3
"HONDA","GB350S","Madrid","348",13
"HONDA","GB350S","Málaga","348",4
"HONDA","GB350S","Murcia","348",3
"HONDA","GB350S","Palmas (Las)","348",2
"HONDA","GB350S","Pontevedra","348",2
"HONDA","GB350S","Rioja (La)","348",1
"HONDA","GB350S","Tarragona","348",3
"HONDA","GB350S","Valencia/València","348",9
"HONDA","GB350S","Zaragoza","348",1
"HONDA","MSX125A","Asturias","124",1
"HONDA","MSX125A","Gipuzkoa","124",1
"HONDA","MSX125A","Girona","124",1
"HONDA","MSX125A","Illes Balears","124",2
"HONDA","MSX125A","León","124",1
"HONDA","MSX125A","Málaga","124",2
"HONDA","MSX125A","Palmas (Las)","124",1
"HONDA","MSX125A","Santa Cruz de Tenerife","124",9
"HONDA","MSX125A","Valencia/València","124",1
"HONDA","NC 750 X","Álava/Araba","745",1
"HONDA","NC 750 X","Albacete","745",2
"HONDA","NC 750 X","Alicante/Alacant","745",8
"HONDA","NC 750 X","Almería","745",3
"HONDA","NC 750 X","Asturias","745",3
"HONDA","NC 750 X","Badajoz","745",3
"HONDA","NC 750 X","Barcelona","745",35
"HONDA","NC 750 X","Bizkaia","745",4
"HONDA","NC 750 X","Cádiz","745",7
"HONDA","NC 750 X","Cantabria","745",2
"HONDA","NC 750 X","Castellón/Castelló","745",2
"HONDA","NC 750 X","Ciudad Real","745",2
"HONDA","NC 750 X","Córdoba","745",3
"HONDA","NC 750 X","Coruña (A)","745",2
"HONDA","NC 750 X","Gipuzkoa","745",3
"HONDA","NC 750 X","Girona","745",4
"HONDA","NC 750 X","Granada","745",3
"HONDA","NC 750 X","Guadalajara","745",1
"HONDA","NC 750 X","Huelva","745",1
"HONDA","NC 750 X","Huesca","745",1
"HONDA","NC 750 X","Illes Balears","745",7
"HONDA","NC 750 X","Jaén","745",2
"HONDA","NC 750 X","Lleida","745",1
"HONDA","NC 750 X","Lugo","745",3
"HONDA","NC 750 X","Madrid","745",17
"HONDA","NC 750 X","Málaga","745",9
"HONDA","NC 750 X","Murcia","745",6
"HONDA","NC 750 X","Navarra","745",1
"HONDA","NC 750 X","Ourense","745",1
"HONDA","NC 750 X","Palencia","745",1
"HONDA","NC 750 X","Palmas (Las)","745",4
"HONDA","NC 750 X","Pontevedra","745",4
"HONDA","NC 750 X","Rioja (La)","745",3
"HONDA","NC 750 X","Salamanca","745",1
"HONDA","NC 750 X","Santa Cruz de Tenerife","745",3
"HONDA","NC 750 X","Sevilla","745",8
"HONDA","NC 750 X","Tarragona","745",3
"HONDA","NC 750 X","Toledo","745",2
"HONDA","NC 750 X","Valencia/València","745",14
"HONDA","NC 750 X","Valladolid","745",1
"HONDA","NC 750 X","Zaragoza","745",3
"HONDA","NSC110MPD","Barcelona","108",1
"HONDA","NT1100","Albacete","1084",1
"HONDA","NT1100","Alicante/Alacant","1084",4
"HONDA","NT1100","Asturias","1084",2
"HONDA","NT1100","Badajoz","1084",1
"HONDA","NT1100","Barcelona","1084",16
"HONDA","NT1100","Bizkaia","1084",1
"HONDA","NT1100","Burgos","1084",1
"HONDA","NT1100","Cádiz","1084",4
"HONDA","NT1100","Cantabria","1084",1
"HONDA","NT1100","Castellón/Castelló","1084",1
"HONDA","NT1100","Córdoba","1084",1
"HONDA","NT1100","Coruña (A)","1084",4
"HONDA","NT1100","Gipuzkoa","1084",2
"HONDA","NT1100","Girona","1084",1
"HONDA","NT1100","Granada","1084",3
"HONDA","NT1100","Huelva","1084",2
"HONDA","NT1100","Huesca","1084",1
"HONDA","NT1100","Illes Balears","1084",1
"HONDA","NT1100","Jaén","1084",1
"HONDA","NT1100","Madrid","1084",10
"HONDA","NT1100","Málaga","1084",2
"HONDA","NT1100","Murcia","1084",3
"HONDA","NT1100","Navarra","1084",1
"HONDA","NT1100","Ourense","1084",1
"HONDA","NT1100","Palmas (Las)","1084",2
"HONDA","NT1100","Pontevedra","1084",1
"HONDA","NT1100","Santa Cruz de Tenerife","1084",1
"HONDA","NT1100","Sevilla","1084",2
"HONDA","NT1100","Tarragona","1084",2
"HONDA","NT1100","Toledo","1084",1
"HONDA","NT1100","Valencia/València","1084",5
"HONDA","NT1100","Valladolid","1084",1
"HONDA","NT1100","Zaragoza","1084",1
"HONDA","PCX125","Álava/Araba","125",3
"HONDA","PCX125","Albacete","125",5
"HONDA","PCX125","Alicante/Alacant","125",49
"HONDA","PCX125","Almería","125",18
"HONDA","PCX125","Asturias","125",6
"HONDA","PCX125","Badajoz","125",7
"HONDA","PCX125","Barcelona","125",78
"HONDA","PCX125","Bizkaia","125",15
"HONDA","PCX125","Cáceres","125",4
"HONDA","PCX125","Cádiz","125",52
"HONDA","PCX125","Cantabria","125",5
"HONDA","PCX125","Castellón/Castelló","125",9
"HONDA","PCX125","Ceuta","125",6
"HONDA","PCX125","Ciudad Real","125",1
"HONDA","PCX125","Córdoba","125",20
"HONDA","PCX125","Coruña (A)","125",9
"HONDA","PCX125","Cuenca","125",2
"HONDA","PCX125","Gipuzkoa","125",2
"HONDA","PCX125","Girona","125",4
"HONDA","PCX125","Granada","125",19
"HONDA","PCX125","Guadalajara","125",1
"HONDA","PCX125","Huelva","125",8
"HONDA","PCX125","Huesca","125",2
"HONDA","PCX125","Illes Balears","125",58
"HONDA","PCX125","Jaén","125",8
"HONDA","PCX125","León","125",3
"HONDA","PCX125","Lleida","125",3
"HONDA","PCX125","Madrid","125",76
"HONDA","PCX125","Málaga","125",76
"HONDA","PCX125","Melilla","125",2
"HONDA","PCX125","Murcia","125",37
"HONDA","PCX125","Navarra","125",3
"HONDA","PCX125","Ourense","125",2
"HONDA","PCX125","Palmas (Las)","125",19
"HONDA","PCX125","Pontevedra","125",16
"HONDA","PCX125","Rioja (La)","125",2
"HONDA","PCX125","Salamanca","125",2
"HONDA","PCX125","Santa Cruz de Tenerife","125",50
"HONDA","PCX125","Segovia","125",1
"HONDA","PCX125","Sevilla","125",48
"HONDA","PCX125","Tarragona","125",11
"HONDA","PCX125","Teruel","125",4
"HONDA","PCX125","Toledo","125",1
"HONDA","PCX125","Valencia/València","125",56
"HONDA","PCX125","Valladolid","125",2
"HONDA","PCX125","Zamora","125",1
"HONDA","PCX125","Zaragoza","125",13
"HONDA","Rebel 500","Alicante/Alacant","471",4
"HONDA","Rebel 500","Almería","471",1
"HONDA","Rebel 500","Asturias","471",1
"HONDA","Rebel 500","Badajoz","471",2
"HONDA","Rebel 500","Barcelona","471",14
"HONDA","Rebel 500","Cádiz","471",1
"HONDA","Rebel 500","Castellón/Castelló","471",1
"HONDA","Rebel 500","Ceuta","471",1
"HONDA","Rebel 500","Córdoba","471",1
"HONDA","Rebel 500","Coruña (A)","471",3
"HONDA","Rebel 500","Gipuzkoa","471",1
"HONDA","Rebel 500","Granada","471",4
"HONDA","Rebel 500","Huesca","471",1
"HONDA","Rebel 500","Illes Balears","471",4
"HONDA","Rebel 500","León","471",2
"HONDA","Rebel 500","Madrid","471",8
"HONDA","Rebel 500","Málaga","471",5
"HONDA","Rebel 500","Murcia","471",1
"HONDA","Rebel 500","Ourense","471",1
"HONDA","Rebel 500","Palmas (Las)","471",5
"HONDA","Rebel 500","Pontevedra","471",1
"HONDA","Rebel 500","Salamanca","471",1
"HONDA","Rebel 500","Santa Cruz de Tenerife","471",2
"HONDA","Rebel 500","Tarragona","471",1
"HONDA","Rebel 500","Toledo","471",1
"HONDA","Rebel 500","Valencia/València","471",13
"HONDA","SH Mode 125","Alicante/Alacant","125",3
"HONDA","SH Mode 125","Barcelona","125",29
"HONDA","SH Mode 125","Cádiz","125",4
"HONDA","SH Mode 125","Castellón/Castelló","125",1
"HONDA","SH Mode 125","Córdoba","125",1
"HONDA","SH Mode 125","Gipuzkoa","125",5
"HONDA","SH Mode 125","Girona","125",9
"HONDA","SH Mode 125","Granada","125",1
"HONDA","SH Mode 125","Illes Balears","125",26
"HONDA","SH Mode 125","Lleida","125",1
"HONDA","SH Mode 125","Madrid","125",1
"HONDA","SH Mode 125","Málaga","125",6
"HONDA","SH Mode 125","Murcia","125",2
"HONDA","SH Mode 125","Palmas (Las)","125",3
